case_id,source,source_url,title,username_forum,username_rollbit,country,post_date,captured_at,amount_usd,amount_currency,amount_native,amount_status,category,status,counted_in_totals,confidence_score,cross_post_group,alternate_urls,notes_on_verification,summary,rollbit_response
TP-001,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,Lost 'tens of thousands' initially,Irfan,,,2025-12-15,2026-04-19T00:00:00Z,30000.0,USD,,claimed,winning_block,UNRESOLVED,True,0.5,,,"Imported from the repository's prior Trustpilot extraction. The historical export preserved reviewer/date/amount fields but not stable per-review URLs, so the corpus retains the main review page as the public source locator.","Lost 'tens of thousands' initially. Account limited after losses, forced to create new account. Won $30K, account suspended for KYC. Funds forfeited.",
TP-043,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,Futures trading rigged,WIDXCHANGE,,,2025-12-18,2026-04-19T00:00:00Z,,USD,,unquantified,futures_manipulation,UNRESOLVED,True,0.5,,,"Imported from the repository's prior Trustpilot extraction. The historical export preserved reviewer/date/amount fields but not stable per-review URLs, so the corpus retains the main review page as the public source locator.","Futures trading rigged. 5% cut plus slippage favors platform. Burst prices manipulated. 'They will find a way to burst it, no matter the multiplier.'",
TP-026,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,Won $600 on sports,刘汉伟 (Alvin Wijaya),,,2025-12-21,2026-04-19T00:00:00Z,600.0,USD,,claimed,multiple_accounts_accusation,UNRESOLVED,True,0.5,,,"Imported from the repository's prior Trustpilot extraction. The historical export preserved reviewer/date/amount fields but not stable per-review URLs, so the corpus retains the main review page as the public source locator.",Won $600 on sports. KYC requested. Falsely told of multiple accounts.,
TP-002,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,"Won $8,000",Daniel Castillo,,,2025-12-24,2026-04-19T00:00:00Z,6000.0,USD,,claimed,winning_block,UNRESOLVED,True,0.5,,,"Imported from the repository's prior Trustpilot extraction. The historical export preserved reviewer/date/amount fields but not stable per-review URLs, so the corpus retains the main review page as the public source locator.","Won $8,000. Only paid $2,000. Remaining $6,000 withheld. Account closed.",
TP-025,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,$700 winning balance debited without transfer,Vladislav,,,2025-12-30,2026-04-19T00:00:00Z,700.0,USD,,claimed,account_closure,UNRESOLVED,True,0.5,,,"Imported from the repository's prior Trustpilot extraction. The historical export preserved reviewer/date/amount fields but not stable per-review URLs, so the corpus retains the main review page as the public source locator.",$700 winning balance debited without transfer. Support stopped responding.,
TP-017,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,"$2,000 deposited, won single bet, then blocked from withdrawal",Tuấn Trọng Đào,,,2026-01-07,2026-04-19T00:00:00Z,2000.0,USD,,claimed,winning_block,UNRESOLVED,True,0.5,,,"Imported from the repository's prior Trustpilot extraction. The historical export preserved reviewer/date/amount fields but not stable per-review URLs, so the corpus retains the main review page as the public source locator.","$2,000 deposited, won single bet, then blocked from withdrawal.",
TP-040,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,"Lost ~$8,000",Liam Marsh,,,2026-01-07,2026-04-19T00:00:00Z,8000.0,USD,,claimed,multiple_accounts_accusation,UNRESOLVED,True,0.5,,,"Imported from the repository's prior Trustpilot extraction. The historical export preserved reviewer/date/amount fields but not stable per-review URLs, so the corpus retains the main review page as the public source locator.","Lost ~$8,000. Account restricted. Claimed multiple accounts.",
TP-028,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,$500 USDT deposit,Arman,,,2026-01-15,2026-04-19T00:00:00Z,500.0,USD,,claimed,winning_block,UNRESOLVED,True,0.5,,,"Imported from the repository's prior Trustpilot extraction. The historical export preserved reviewer/date/amount fields but not stable per-review URLs, so the corpus retains the main review page as the public source locator.",$500 USDT deposit. Account frozen after sports bets. Support muted user for 6944 days.,
CG-007,casino_guru,https://casino.guru/complaints/rollbit-casino-player-s-account-is-closed-with-winnings,Rollbit Casino - Player's account is closed with winnings confiscated.,th3bast1an,,Germany / Belarus,2026-01-21,2026-04-19T00:00:00Z,2100.0,USD,"$2,100",confirmed,restricted_country,OPEN,True,0.74,,,"Casino Guru page is still open. Public summary states the amount, the country/origin-document issue, and the blocked-account outcome.","Player says a roughly $2,100 balance became inaccessible after identity checks because Rollbit rejected documents tied to a prohibited-country origin.",Casino Guru's public summary says the account was blocked after document review and the player remained without access to winnings.
CG-006,casino_guru,https://casino.guru/complaints/rollbit-casino-player-s-withdrawal-is-blocked-for,Rollbit Casino - Player's withdrawal is blocked for several months.,Juggernaut5,Juggernaut5,Armenia,2026-02-03,2026-04-19T00:00:00Z,5346.56,USDT,"5,346.56 USDT",confirmed,multiple_accounts_accusation,UNRESOLVED,True,0.84,,,"Casino Guru page includes the player's public statement, amount, dates, support-language summary, and the no-reaction-policy closure.","User reported that withdrawals were fully blocked for more than two months despite Level 4 verification, with Rollbit demanding disclosure of supposedly linked accounts without evidence.","Per the complaint, Legal & Compliance asked the user to declare linked accounts and warned about potential external reporting."
BT-018,bitcointalk,https://bitcointalk.org/index.php?topic=5574081.0,"Rollbit withdrawals frozen with $17,700",degen01,,,2026-02-10,2026-04-19T00:00:00Z,17700.0,USD,"$17,700",confirmed,multiple_accounts_accusation,RESOLVED,True,0.82,,,Search capture shows the thread title and first-post date; the WAP capture confirms the user narrative and amount. Later search results show the thread as resolved.,"Long-time user reported that all services and withdrawals were frozen around a $17,700 balance after KYC, followed by repeated demands to list other accounts.",Forum excerpts cite compliance emails asking the user to declare linked or associated accounts.
BT-019,bitcointalk,https://bitcointalk.org/index.php?topic=5574189.0,"[SCAM] Rollbit.com - Account frozen with 3,000 USDT without explanation",HARI54,manilas,,2026-02-11,2026-04-19T00:00:00Z,3000.0,USDT,"3,000 USDT",confirmed,account_closure,UNRESOLVED,True,0.79,,,"Search capture exposes the complaint title, first-post date, amount, and quoted compliance language.","User says that a balance that grew from 500 USDT to roughly 3,000 USDT through sports bets was frozen after prior KYC approval.",The quoted Legal & Compliance response referenced a generic breach of terms and stated that the matter was closed.
TP-051,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,"Verified User - $3,386.52 withheld without explanation.",Gilvandes,125012,Brazil,2026-02-27,2026-04-19T00:00:00Z,3386.52,USD,"$3,386.52",claimed,account_closure,UNRESOLVED,True,0.57,,,Captured from Trustpilot's most-recent review list on 2026-04-19.,"Brazil-based reviewer said a verified account was permanently deactivated with $3,386.52 on-platform after legitimate sports bets.",
TP-050,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,Scam bookie that will shamelessly steal your money,efrhen gallego,,,2026-04-01,2026-04-19T00:00:00Z,234.0,USD,$234,claimed,multiple_accounts_accusation,UNRESOLVED,True,0.5,,,Captured from Trustpilot's most-recent review list on 2026-04-19.,Reviewer said sportsbook privileges were suspended after two months of use and Rollbit then demanded details about other accounts while keeping $234 inaccessible.,
TP-046,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,These are scammers!,Alex PL,,,2026-04-10,2026-04-19T00:00:00Z,1700.0,USD,"$1,700",claimed,account_closure,UNRESOLVED,True,0.5,,,Captured from Trustpilot's most-recent review list on 2026-04-19. No stable per-review permalink was available in the public page capture.,"Reviewer said Rollbit froze a $1,700 withdrawal and stopped responding.",
TP-048,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,Scamed me for 700 usd,Vojtas CZ,,,2026-04-10,2026-04-19T00:00:00Z,700.0,USD,$700,claimed,account_closure,UNRESOLVED,True,0.45,,,Captured from Trustpilot's most-recent review list on 2026-04-19.,Reviewer alleged that Rollbit refused to release a $700 withdrawal.,
TP-049,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,Withdrawal blocked for no reason,Dominik Paldus,,,2026-04-10,2026-04-19T00:00:00Z,500.0,USD,$500,claimed,multiple_accounts_accusation,UNRESOLVED,True,0.56,,,Captured from Trustpilot's most-recent review list on 2026-04-19.,Reviewer said a roughly $500 withdrawal was blocked after the account was flagged for linked accounts despite Level 3 KYC.,
TP-047,trustpilot,https://www.trustpilot.com/review/www.rollbit.com,Rollbit’s Greed Cost Me $850 – Froze My Funds After Full KYC,hydra,,,2026-04-12,2026-04-19T00:00:00Z,850.0,USD,$850,claimed,kyc_delay_tactic,UNRESOLVED,True,0.58,,,Captured from Trustpilot's most-recent review list on 2026-04-19.,Reviewer said Rollbit required all KYC levels plus source-of-funds checks and then routed an $850 withdrawal back to a shared exchange deposit address.,
AG-001,askgamblers,https://forum.askgamblers.com/topic/16031-rollbit-casino-withholding-winnings-and-banned-me-with-0-explanation/,"Lifetime wagered ~$30,000",,,,,2026-04-19T00:00:00Z,3400.0,USD,,confirmed,winning_block,UNRESOLVED,True,0.5,,,Imported from the repository's prior corpus with a direct public source URL.,"Lifetime wagered ~$30,000. Deposited $3,000, wagered ~$25,000, won $3,400 on live games. Winnings withheld and account banned with no explanation.",
AG-002,askgamblers,https://forum.askgamblers.com/topic/13060-rollbit-unfairly-suspended-and-over-7k-stolen-from-me/,Cross-posted from CasinoListings,,,,,2026-04-19T00:00:00Z,7000.0,USD,,confirmed,winning_block,UNRESOLVED,False,0.5,XPOST-CL-001-AG-002,,"Imported from the repository's prior corpus. The source notes explicitly state this entry is a cross-post from CL-001, so it is retained for provenance but excluded from complaint totals.",Cross-posted from CasinoListings. Over $7k seized after suspension.,
CG-001,casino_guru,https://casino.guru/complaints/rollbit-casino-player-s-withdrawal-restricted-due,"Deposited ~$3,000 in crypto",,,,,2026-04-19T00:00:00Z,14800.0,USD,,confirmed,multiple_accounts_accusation,UNRESOLVED,True,0.6,,,Imported from the repository's prior corpus with a direct public source URL.,"Deposited ~$3,000 in crypto. Balance grew to $14,800 through sports betting. Completed 5-step KYC. Unable to withdraw. Rollbit claimed more accounts existed. No evidence provided.",Casino Guru complaints team contacted Rollbit multiple times. Rollbit failed to respond. Complaint closed as UNRESOLVED.
CG-002,casino_guru,https://casino.guru/complaints/rollbit-casino-player-s-account-has-been-closed-and,Account suspended without clear explanation,,,,,2026-04-19T00:00:00Z,,USD,,unquantified,account_closure,UNRESOLVED,True,0.6,,,Imported from the repository's prior corpus with a direct public source URL.,Account suspended without clear explanation. Both deposited funds and profits confiscated. No response from support.,No response to Casino Guru mediation attempts.
CG-003,casino_guru,https://casino.guru/complaints/rollbit-casino-player-s-withdrawal-has-been-denied,Polish player,,,,,2026-04-19T00:00:00Z,111.0,USD,,confirmed,multiple_accounts_accusation,UNRESOLVED,True,0.5,,,Imported from the repository's prior corpus with a direct public source URL.,Polish player. $111 withdrawal denied. Accused of multiple accounts. Passed verification. Only one account.,
CL-001,casinolistings,https://www.casinolistings.com/forum/gambling/online-casinos/41297/rollbit-unfairly-suspended-and-over-7k-stolen-from-me,"Lost ~$25,000 over 2 months",,,,,2026-04-19T00:00:00Z,6500.0,USD,,confirmed,sportsbook_abuse,UNRESOLVED,True,0.5,XPOST-CL-001-AG-002,,Imported from the repository's prior corpus with a direct public source URL.,"Lost ~$25,000 over 2 months. Won back a fair portion. Casino suspended account and 'forfeited' over $6,500, claiming 'abusing site features'.",
X-001,x,https://x.com/Nonopancake/status/1782506890817105973,Legal lawsuit against owners Daniel Dixon and Jose Llisterri,,,,,2026-04-19T00:00:00Z,,USD,,unquantified,license_fraud,UNRESOLVED,False,0.5,,,Imported from the repository's prior social-media evidence set. Treated as corroboration only and excluded from complaint totals.,Legal lawsuit against owners Daniel Dixon and Jose Llisterri. Running casino illegally. Also run CSGO Diamond.,
